"Year","Locationabbr","Locationdesc","Class","Topic","Question","Response","Break_Out","Break_Out_Category","Sample_Size","Data_value","Confidence_limit_Low","Confidence_limit_High","Display_order","Data_value_unit","Data_value_type","Data_Value_Footnote_Symbol","Data_Value_Footnote","DataSource","ClassId","TopicId","LocationID","BreakoutID","BreakOutCategoryID","QuestionID","ResponseID","GeoLocation"
2019,"MA","Massachusetts","Physical Activity","Physical Activity Index","Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","820",21.5,19.8,23.2,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC45",25,"SEX2","CAT2","_PASTAE2","RESP046","    (42.27687047000046, -72.08269067499964)"
2019,"MA","Massachusetts","Physical Activity","Exercise","During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","2,924",73,71.3,74.8,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC23",25,"SEX2","CAT2","_TOTINDA","RESP046","    (42.27687047000046, -72.08269067499964)"
2019,"MD","Maryland","Physical Activity","Strength Activity","Participated in muscle strengthening exercises two or more times per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","2,992",33.3,31.8,34.9,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC56",24,"SEX2","CAT2","_PASTRNG","RESP046","    (39.29058096400047, -76.60926011099963)"
2019,"MD","Maryland","Physical Activity","Physical Activity Index","Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","1,946",22,20.6,23.3,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC45",24,"SEX2","CAT2","_PASTAE2","RESP046","    (39.29058096400047, -76.60926011099963)"
2019,"MD","Maryland","Physical Activity","Exercise","During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","6,768",75.1,73.7,76.5,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC23",24,"SEX2","CAT2","_TOTINDA","RESP046","    (39.29058096400047, -76.60926011099963)"
2019,"MD","Maryland","Physical Activity","Aerobic Activity","Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","4,495",49.5,47.8,51.1,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC01",24,"SEX2","CAT2","_PAINDX2","RESP046","    (39.29058096400047, -76.60926011099963)"
2019,"ME","Maine","Physical Activity","Strength Activity","Participated in muscle strengthening exercises two or more times per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","1,734",28,26.1,29.9,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC56",23,"SEX2","CAT2","_PASTRNG","RESP046","    (45.254228894000505, -68.98503133599962)"
2019,"ME","Maine","Physical Activity","Physical Activity Index","Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","1,088",18.6,16.9,20.3,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC45",23,"SEX2","CAT2","_PASTAE2","RESP046","    (45.254228894000505, -68.98503133599962)"
2019,"ME","Maine","Physical Activity","Exercise","During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","4,312",70,68.2,71.8,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC23",23,"SEX2","CAT2","_TOTINDA","RESP046","    (45.254228894000505, -68.98503133599962)"
2019,"ME","Maine","Physical Activity","Aerobic Activity","Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","2,955",50.3,48.2,52.5,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC01",23,"SEX2","CAT2","_PAINDX2","RESP046","    (45.254228894000505, -68.98503133599962)"
2019,"MI","Michigan","Physical Activity","Aerobic Activity","Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","2,738",50.1,48.3,51.9,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC01",26,"SEX2","CAT2","_PAINDX2","RESP046","    (44.6613195430005, -84.71439026999968)"
2019,"MI","Michigan","Physical Activity","Strength Activity","Participated in muscle strengthening exercises two or more times per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","1,822",32.6,30.9,34.3,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC56",26,"SEX2","CAT2","_PASTRNG","RESP046","    (44.6613195430005, -84.71439026999968)"
2019,"MI","Michigan","Physical Activity","Physical Activity Index","Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","1,182",22.5,20.9,24,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC45",26,"SEX2","CAT2","_PASTAE2","RESP046","    (44.6613195430005, -84.71439026999968)"
2019,"MI","Michigan","Physical Activity","Exercise","During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","4,191",74.1,72.6,75.6,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC23",26,"SEX2","CAT2","_TOTINDA","RESP046","    (44.6613195430005, -84.71439026999968)"
2019,"MN","Minnesota","Physical Activity","Exercise","During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","6,090",80.8,79.7,82,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC23",27,"SEX2","CAT2","_TOTINDA","RESP046","    (46.35564873600049, -94.79420050299967)"
2019,"MN","Minnesota","Physical Activity","Aerobic Activity","Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","4,173",57.5,56.1,58.9,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC01",27,"SEX2","CAT2","_PAINDX2","RESP046","    (46.35564873600049, -94.79420050299967)"
2019,"MN","Minnesota","Physical Activity","Strength Activity","Participated in muscle strengthening exercises two or more times per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","2,443",34,32.7,35.4,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC56",27,"SEX2","CAT2","_PASTRNG","RESP046","    (46.35564873600049, -94.79420050299967)"
2019,"MN","Minnesota","Physical Activity","Physical Activity Index","Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","1,675",24.3,23,25.5,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC45",27,"SEX2","CAT2","_PASTAE2","RESP046","    (46.35564873600049, -94.79420050299967)"
2019,"MO","Missouri","Physical Activity","Strength Activity","Participated in muscle strengthening exercises two or more times per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","849",23.6,21.7,25.5,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC56",29,"SEX2","CAT2","_PASTRNG","RESP046","    (38.635790776000476, -92.56630005299968)"
2019,"MO","Missouri","Physical Activity","Physical Activity Index","Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","516",14.4,12.8,16,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC45",29,"SEX2","CAT2","_PASTAE2","RESP046","    (38.635790776000476, -92.56630005299968)"
2019,"MO","Missouri","Physical Activity","Exercise","During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","2,570",68.4,66.3,70.4,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC23",29,"SEX2","CAT2","_TOTINDA","RESP046","    (38.635790776000476, -92.56630005299968)"
2019,"MO","Missouri","Physical Activity","Aerobic Activity","Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","1,557",42,39.7,44.2,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC01",29,"SEX2","CAT2","_PAINDX2","RESP046","    (38.635790776000476, -92.56630005299968)"
2019,"MS","Mississippi","Physical Activity","Aerobic Activity","Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","960",36.3,33.9,38.6,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC01",28,"SEX2","CAT2","_PAINDX2","RESP046","    (32.745510099000455, -89.53803082499968)"
2019,"MS","Mississippi","Physical Activity","Exercise","During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","1,669",59.9,57.6,62.2,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC23",28,"SEX2","CAT2","_TOTINDA","RESP046","    (32.745510099000455, -89.53803082499968)"
2019,"MS","Mississippi","Physical Activity","Physical Activity Index","Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","361",14.2,12.4,16,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC45",28,"SEX2","CAT2","_PASTAE2","RESP046","    (32.745510099000455, -89.53803082499968)"
2019,"MS","Mississippi","Physical Activity","Strength Activity","Participated in muscle strengthening exercises two or more times per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","684",25.2,23,27.3,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC56",28,"SEX2","CAT2","_PASTRNG","RESP046","    (32.745510099000455, -89.53803082499968)"
2019,"MT","Montana","Physical Activity","Exercise","During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","2,491",80,78.3,81.7,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC23",30,"SEX2","CAT2","_TOTINDA","RESP046","    (47.06652897200047, -109.42442064499971)"
2019,"MT","Montana","Physical Activity","Aerobic Activity","Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","1,852",61.1,59,63.3,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC01",30,"SEX2","CAT2","_PAINDX2","RESP046","    (47.06652897200047, -109.42442064499971)"
2019,"MT","Montana","Physical Activity","Strength Activity","Participated in muscle strengthening exercises two or more times per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","1,118",37.8,35.6,39.9,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC56",30,"SEX2","CAT2","_PASTRNG","RESP046","    (47.06652897200047, -109.42442064499971)"
2019,"MT","Montana","Physical Activity","Physical Activity Index","Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","791",27.4,25.4,29.4,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC45",30,"SEX2","CAT2","_PASTAE2","RESP046","    (47.06652897200047, -109.42442064499971)"
2019,"NC","North Carolina","Physical Activity","Aerobic Activity","Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","1,021",48.2,45.6,50.7,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC01",37,"SEX2","CAT2","_PAINDX2","RESP046","    (35.466220975000454, -79.15925046299964)"
2019,"NC","North Carolina","Physical Activity","Exercise","During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","1,595",72.3,70.1,74.5,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC23",37,"SEX2","CAT2","_TOTINDA","RESP046","    (35.466220975000454, -79.15925046299964)"
2019,"NC","North Carolina","Physical Activity","Physical Activity Index","Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","381",19.4,17.3,21.5,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC45",37,"SEX2","CAT2","_PASTAE2","RESP046","    (35.466220975000454, -79.15925046299964)"
2019,"NC","North Carolina","Physical Activity","Strength Activity","Participated in muscle strengthening exercises two or more times per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","575",27,24.7,29.2,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC56",37,"SEX2","CAT2","_PASTRNG","RESP046","    (35.466220975000454, -79.15925046299964)"
2019,"ND","North Dakota","Physical Activity","Aerobic Activity","Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","1,297",46.9,44,49.8,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC01",38,"SEX2","CAT2","_PAINDX2","RESP046","    (47.47531977900047, -100.11842104899966)"
2019,"ND","North Dakota","Physical Activity","Exercise","During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","2,031",71.7,69.2,74.3,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC23",38,"SEX2","CAT2","_TOTINDA","RESP046","    (47.47531977900047, -100.11842104899966)"
2019,"ND","North Dakota","Physical Activity","Physical Activity Index","Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","512",20.5,17.9,23,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC45",38,"SEX2","CAT2","_PASTAE2","RESP046","    (47.47531977900047, -100.11842104899966)"
2019,"ND","North Dakota","Physical Activity","Strength Activity","Participated in muscle strengthening exercises two or more times per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","793",29.8,27.1,32.6,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC56",38,"SEX2","CAT2","_PASTRNG","RESP046","    (47.47531977900047, -100.11842104899966)"
2019,"NE","Nebraska","Physical Activity","Aerobic Activity","Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","3,957",48.7,47.1,50.4,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC01",31,"SEX2","CAT2","_PAINDX2","RESP046","    (41.6410409880005, -99.36572062299967)"
2019,"NE","Nebraska","Physical Activity","Exercise","During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","5,825",72.7,71.3,74.1,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC23",31,"SEX2","CAT2","_TOTINDA","RESP046","    (41.6410409880005, -99.36572062299967)"
2019,"NE","Nebraska","Physical Activity","Physical Activity Index","Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","1,538",20.9,19.5,22.2,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC45",31,"SEX2","CAT2","_PASTAE2","RESP046","    (41.6410409880005, -99.36572062299967)"
2019,"NE","Nebraska","Physical Activity","Strength Activity","Participated in muscle strengthening exercises two or more times per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","2,444",32.1,30.5,33.6,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC56",31,"SEX2","CAT2","_PASTRNG","RESP046","    (41.6410409880005, -99.36572062299967)"
2019,"NH","New Hampshire","Physical Activity","Aerobic Activity","Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","1,593",55,52.4,57.7,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC01",33,"SEX2","CAT2","_PAINDX2","RESP046","    (43.65595011300047, -71.50036091999965)"
2019,"NH","New Hampshire","Physical Activity","Exercise","During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","2,231",76.1,73.9,78.3,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC23",33,"SEX2","CAT2","_TOTINDA","RESP046","    (43.65595011300047, -71.50036091999965)"
2019,"NH","New Hampshire","Physical Activity","Physical Activity Index","Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","698",25.3,22.9,27.7,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC45",33,"SEX2","CAT2","_PASTAE2","RESP046","    (43.65595011300047, -71.50036091999965)"
2019,"NH","New Hampshire","Physical Activity","Strength Activity","Participated in muscle strengthening exercises two or more times per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","1,010",35.3,32.7,37.8,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC56",33,"SEX2","CAT2","_PASTRNG","RESP046","    (43.65595011300047, -71.50036091999965)"
2019,"NM","New Mexico","Physical Activity","Aerobic Activity","Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","1,583",50.7,48.1,53.3,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC01",35,"SEX2","CAT2","_PAINDX2","RESP046","    (34.52088095200048, -106.24058098499967)"
2019,"NM","New Mexico","Physical Activity","Exercise","During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","2,230",73,70.8,75.2,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC23",35,"SEX2","CAT2","_TOTINDA","RESP046","    (34.52088095200048, -106.24058098499967)"
2019,"NM","New Mexico","Physical Activity","Physical Activity Index","Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","701",22.1,20,24.3,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC45",35,"SEX2","CAT2","_PASTAE2","RESP046","    (34.52088095200048, -106.24058098499967)"
2019,"NM","New Mexico","Physical Activity","Strength Activity","Participated in muscle strengthening exercises two or more times per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","1,034",33.8,31.3,36.2,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC56",35,"SEX2","CAT2","_PASTRNG","RESP046","    (34.52088095200048, -106.24058098499967)"
2019,"NV","Nevada","Physical Activity","Aerobic Activity","Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","744",48.6,44.8,52.4,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC01",32,"SEX2","CAT2","_PAINDX2","RESP046","    (39.493240390000494, -117.07184056399967)"
2019,"NV","Nevada","Physical Activity","Strength Activity","Participated in muscle strengthening exercises two or more times per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","456",31.5,28,35,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC56",32,"SEX2","CAT2","_PASTRNG","RESP046","    (39.493240390000494, -117.07184056399967)"
2019,"NV","Nevada","Physical Activity","Physical Activity Index","Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","295",18.9,16,21.7,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC45",32,"SEX2","CAT2","_PASTAE2","RESP046","    (39.493240390000494, -117.07184056399967)"
2019,"NV","Nevada","Physical Activity","Exercise","During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","1,064",72.8,69.5,76.2,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC23",32,"SEX2","CAT2","_TOTINDA","RESP046","    (39.493240390000494, -117.07184056399967)"
2019,"NY","New York","Physical Activity","Exercise","During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","4,915",70.6,69,72.2,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC23",36,"SEX2","CAT2","_TOTINDA","RESP046","    (42.82700103200045, -75.54397042699964)"
2019,"NY","New York","Physical Activity","Aerobic Activity","Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","3,245",48,46.1,49.8,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC01",36,"SEX2","CAT2","_PAINDX2","RESP046","    (42.82700103200045, -75.54397042699964)"
2019,"NY","New York","Physical Activity","Strength Activity","Participated in muscle strengthening exercises two or more times per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","2,331",33.5,31.9,35.2,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC56",36,"SEX2","CAT2","_PASTRNG","RESP046","    (42.82700103200045, -75.54397042699964)"
2019,"NY","New York","Physical Activity","Physical Activity Index","Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","1,461",22.4,20.9,24,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC45",36,"SEX2","CAT2","_PASTAE2","RESP046","    (42.82700103200045, -75.54397042699964)"
2019,"OH","Ohio","Physical Activity","Strength Activity","Participated in muscle strengthening exercises two or more times per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","2,065",30.2,28.4,32,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC56",39,"SEX2","CAT2","_PASTRNG","RESP046","    (40.06021014100048, -82.40426005599966)"
2019,"OH","Ohio","Physical Activity","Aerobic Activity","Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","3,212",45,43.1,46.9,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC01",39,"SEX2","CAT2","_PAINDX2","RESP046","    (40.06021014100048, -82.40426005599966)"
2019,"OH","Ohio","Physical Activity","Exercise","During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","4,965",69.6,67.9,71.3,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC23",39,"SEX2","CAT2","_TOTINDA","RESP046","    (40.06021014100048, -82.40426005599966)"
2019,"OH","Ohio","Physical Activity","Physical Activity Index","Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","1,189",17.9,16.4,19.5,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC45",39,"SEX2","CAT2","_PASTAE2","RESP046","    (40.06021014100048, -82.40426005599966)"
2019,"OK","Oklahoma","Physical Activity","Aerobic Activity","Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","1,120",35.4,33.3,37.6,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC01",40,"SEX2","CAT2","_PAINDX2","RESP046","    (35.47203135600046, -97.52107021399968)"
2019,"OK","Oklahoma","Physical Activity","Exercise","During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","2,157",64.4,62.4,66.5,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC23",40,"SEX2","CAT2","_TOTINDA","RESP046","    (35.47203135600046, -97.52107021399968)"
2019,"OK","Oklahoma","Physical Activity","Physical Activity Index","Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","418",13.6,12,15.2,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC45",40,"SEX2","CAT2","_PASTAE2","RESP046","    (35.47203135600046, -97.52107021399968)"
2019,"OK","Oklahoma","Physical Activity","Strength Activity","Participated in muscle strengthening exercises two or more times per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","816",24.7,22.8,26.6,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC56",40,"SEX2","CAT2","_PASTRNG","RESP046","    (35.47203135600046, -97.52107021399968)"
2019,"OR","Oregon","Physical Activity","Strength Activity","Participated in muscle strengthening exercises two or more times per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","938",32.1,30,34.2,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC56",41,"SEX2","CAT2","_PASTRNG","RESP046","    (44.56744942400047, -120.15503132599969)"
2019,"OR","Oregon","Physical Activity","Physical Activity Index","Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","647",23.2,21.2,25.2,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC45",41,"SEX2","CAT2","_PASTAE2","RESP046","    (44.56744942400047, -120.15503132599969)"
2019,"OR","Oregon","Physical Activity","Exercise","During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","2,331",75.6,73.7,77.6,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC23",41,"SEX2","CAT2","_TOTINDA","RESP046","    (44.56744942400047, -120.15503132599969)"
2019,"OR","Oregon","Physical Activity","Aerobic Activity","Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","1,636",56,53.8,58.3,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC01",41,"SEX2","CAT2","_PAINDX2","RESP046","    (44.56744942400047, -120.15503132599969)"
2019,"PA","Pennsylvania","Physical Activity","Aerobic Activity","Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","1,555",49.3,47,51.6,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC01",42,"SEX2","CAT2","_PAINDX2","RESP046","    (40.79373015200048, -77.86070029399963)"
2019,"PA","Pennsylvania","Physical Activity","Exercise","During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","2,389",73.2,71.2,75.1,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC23",42,"SEX2","CAT2","_TOTINDA","RESP046","    (40.79373015200048, -77.86070029399963)"
2019,"PA","Pennsylvania","Physical Activity","Physical Activity Index","Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","623",20.4,18.4,22.4,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC45",42,"SEX2","CAT2","_PASTAE2","RESP046","    (40.79373015200048, -77.86070029399963)"
2019,"PA","Pennsylvania","Physical Activity","Strength Activity","Participated in muscle strengthening exercises two or more times per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","960",30,27.9,32.2,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC56",42,"SEX2","CAT2","_PASTRNG","RESP046","    (40.79373015200048, -77.86070029399963)"
2019,"PR","Puerto Rico","Physical Activity","Strength Activity","Participated in muscle strengthening exercises two or more times per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","306",9.1,7.9,10.3,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC56",72,"SEX2","CAT2","_PASTRNG","RESP046","    (18.220833, -66.590149)"
2019,"PR","Puerto Rico","Physical Activity","Physical Activity Index","Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","204",5.8,4.8,6.8,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC45",72,"SEX2","CAT2","_PASTAE2","RESP046","    (18.220833, -66.590149)"
2019,"PR","Puerto Rico","Physical Activity","Exercise","During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","1,670",45.2,43.2,47.2,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC23",72,"SEX2","CAT2","_TOTINDA","RESP046","    (18.220833, -66.590149)"
2019,"PR","Puerto Rico","Physical Activity","Aerobic Activity","Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","977",26.7,24.9,28.5,"1","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC01",72,"SEX2","CAT2","_PAINDX2","RESP046","    (18.220833, -66.590149)"
